iter	Logloss
432	0.4299708946
433	0.4296495226
434	0.4294049431
435	0.4292314916
436	0.4290560853
437	0.4288619297
438	0.4286935046
439	0.428519694
440	0.4283722123
441	0.4281423132
442	0.4280379551
443	0.4278705273
444	0.4276317322
445	0.4275391423
446	0.4272516388
447	0.427080142
448	0.4268751356
449	0.4267074685
450	0.426576941
451	0.426479564
452	0.4263369492
453	0.4262082168
454	0.4260835136
455	0.4259658315
456	0.4258126452
457	0.4255862566
458	0.4254726834
459	0.4252929688
460	0.4250682955
461	0.4248766132
462	0.42479264
463	0.4246202656
464	0.4244118285
465	0.4242446401
466	0.4241076102
467	0.4239682665
468	0.4238151201
469	0.4236407511
470	0.4235207153
471	0.4233099246
472	0.4231463663
473	0.4229188607
474	0.4228253533
475	0.4226927913
476	0.422509247
477	0.4223663131
478	0.4221650167
479	0.4219904083
480	0.4218341104
481	0.4216574276
482	0.4214814629
483	0.421262574
484	0.4210469165
485	0.4209312289
486	0.4207369536
487	0.4206430074
488	0.4205072939
489	0.4203782424
490	0.4202444438
491	0.4201212565
492	0.4198790706
493	0.419726004
494	0.4195130192
495	0.4192900215
496	0.4190760793
497	0.4188921361
498	0.4187131794
499	0.4185347414
500	0.4183142967
501	0.4182010027
502	0.4180466197
503	0.4178763196
504	0.4176907408
505	0.4175421821
506	0.4174312816
507	0.4172499314
508	0.4170128118
509	0.4169209798
510	0.4167704663
511	0.416692836
512	0.4166128121
513	0.4164774178
514	0.416327024
515	0.4161706862
516	0.4159429014
517	0.4157845291
518	0.4155686721
519	0.415426895
520	0.4153029897
521	0.4152034984
522	0.4151200438
523	0.4148913415
524	0.4147417455
525	0.4146185981
526	0.4144250408
527	0.4142665888
528	0.4141071793
529	0.4139850292
530	0.4138083065
531	0.4136906643
532	0.4135203642
533	0.4132663303
534	0.4130961499
535	0.4129275253
536	0.4127369201
537	0.4125678168
538	0.41244447
539	0.4123669593
540	0.4121237362
541	0.4120206546
542	0.4117161969
543	0.4116516512
544	0.4115387561
545	0.4114689846
546	0.4113287234
547	0.4112133949
548	0.4110949946
549	0.4108981263
550	0.4107619342
551	0.4105529785
552	0.4104517719
553	0.4102760465
554	0.4100606681
555	0.4099024156
556	0.4097950256
557	0.409589381
558	0.4095024558
559	0.4093267304
560	0.4091428669
561	0.4090720981
562	0.4089067447
563	0.4087344899
564	0.4085203084
565	0.4083765765
566	0.4082426981
567	0.408154616
568	0.4080166287
569	0.4078653971
570	0.4076566808
571	0.4075558332
572	0.4073423298
573	0.4071679209
574	0.4070240295
575	0.4068440755
576	0.4067039739
577	0.4065113741
578	0.4063791312
579	0.4062094296
580	0.4060511371
581	0.4059510075
582	0.4057609209
583	0.4056669347
584	0.4054580988
585	0.405346201
586	0.4051467397
587	0.404968142
588	0.4048080145
589	0.4046780854
590	0.4045694189
591	0.4044477076
592	0.4042477277
593	0.4040958579
594	0.4040049833
595	0.4038174897
596	0.4036578409
597	0.4035007851
598	0.403409352
599	0.4032410466
600	0.4030233545
601	0.4028194253
602	0.4026324503
603	0.4024901546
604	0.4023808897
605	0.4022124646
606	0.402127534
607	0.4019824458
608	0.4017903646
609	0.4016151179
610	0.4013931175
611	0.4012285619
612	0.4010590996
613	0.4008939855
614	0.4007038989
615	0.4005594091
616	0.4004021938
617	0.400220684
618	0.4001082676
619	0.3999880323
620	0.3999175427
621	0.3998109107
622	0.3997324027
623	0.3995925804
624	0.3994375989
625	0.3992729636
626	0.3991793763
627	0.399036961
628	0.3989142923
629	0.3987827675
630	0.3986310572
631	0.3984865276
632	0.3983474233
633	0.3982243557
634	0.398119439
635	0.3979432349
636	0.3978866278
637	0.3977434944
638	0.3976546543
639	0.397536653
640	0.3973800759
641	0.3972232993
642	0.3970539168
643	0.3968835369
644	0.3966957641
645	0.396557697
646	0.3964266908
647	0.3962709514
648	0.3961274191
649	0.3960514642
650	0.3959035836
651	0.3957026463
652	0.3955319473
653	0.3954364054
654	0.3952454411
655	0.3950811249
656	0.3949013704
657	0.3947478251
658	0.3945624856
659	0.3944650687
660	0.3943187838
661	0.394195437
662	0.3940164404
663	0.3938743043
664	0.3936895233
665	0.3935599932
666	0.3934165805
667	0.3932267731
668	0.3930859535
669	0.3929499607
670	0.392779541
671	0.3926439871
672	0.3925253475
673	0.3923757516
674	0.3922755821
675	0.3921196034
676	0.3919745152
677	0.3918435489
678	0.3917016123
679	0.3915782255
680	0.3914082446
681	0.3912389419
682	0.3911038667
683	0.3909679936
684	0.3909075569
685	0.3907371371
686	0.3906565947
687	0.3905191658
688	0.3903736788
689	0.3902228461
690	0.3900991003
691	0.3900203929
692	0.3898847193
693	0.3897254695
694	0.3895246119
695	0.3893910526
696	0.3892984627
697	0.389193187
698	0.3890600666
699	0.3889368394
700	0.3887856876
701	0.388619297
702	0.3884709776
703	0.3883146398
704	0.3881218804
705	0.387936182
706	0.3877550711
707	0.3876273361
708	0.3875504238
709	0.3874525282
710	0.3873750973
711	0.387305246
712	0.3871846517
713	0.3870978062
714	0.3869709489
715	0.3868248634
716	0.3866414388
717	0.3864892498
718	0.386318511
719	0.3862157086
720	0.3861105526
721	0.3859821394
722	0.385842357
723	0.3856622434
724	0.3855033525
725	0.3853907766
726	0.3852918039
727	0.3852115407
728	0.3850618649
729	0.3849153805
730	0.3847572476
731	0.3846403633
732	0.3844178443
733	0.3843126085
734	0.3842028649
735	0.3840858609
736	0.3839481927
737	0.3838264415
738	0.3836952359
739	0.3835491106
740	0.3834821315
741	0.3833773345
742	0.3833007015
743	0.3831774743
744	0.3830753501
745	0.3829412722
746	0.3828537486
747	0.382709937
748	0.3825700747
749	0.3824384303
750	0.382241921
751	0.3821667241
752	0.3819865707
753	0.3818993662
754	0.3817301432
755	0.381515483
756	0.381404024
757	0.3812490426
758	0.3810984094
759	0.3809419919
760	0.3807359882
761	0.3805981605
762	0.3805163016
763	0.3803633547
764	0.3803064683
765	0.3801850761
766	0.3799971437
767	0.3798919079
768	0.3797275917
769	0.3795927958
770	0.3794676937
771	0.3794240515
772	0.3792639639
773	0.3790844088
774	0.3789141886
775	0.3787763608
776	0.378658559
777	0.3785831227
778	0.3784849877
779	0.3782885583
780	0.3781202927
781	0.3780634861
782	0.3779641943
783	0.3778554081
784	0.37775843
785	0.3776440589
786	0.3774519378
787	0.3773843204
788	0.3772849488
789	0.3771967071
790	0.3770140006
791	0.3768754947
792	0.3767673866
793	0.3766069001
794	0.3764846702
795	0.3763095432
796	0.376195571
797	0.3760108698
798	0.3759085063
799	0.3757889492
800	0.3756813997
801	0.3755254209
802	0.37539617
803	0.3752453773
804	0.3751559388
805	0.3749995612
806	0.374847811
807	0.3747647952
808	0.374642685
809	0.3745024239
810	0.3743400225
811	0.3741966497
812	0.3740267486
813	0.3738606372
814	0.3737682467
815	0.3736392352
816	0.3735224306
817	0.3734082989
818	0.3733120787
819	0.3731697432
820	0.3730310777
821	0.3729229696
822	0.3728392358
823	0.3727051579
824	0.3725072125
825	0.3723787993
826	0.3722649069
827	0.3721250846
828	0.3720064051
829	0.3718806647
830	0.3717496186
831	0.3716044108
832	0.3714355469
833	0.3713649376
834	0.3712378009
835	0.3711405037
836	0.3710260528
837	0.3708710714
838	0.3707292943
839	0.3706399357
840	0.3705447527
841	0.3704764971
842	0.3703559826
843	0.3701853634
844	0.3699965932
845	0.3698046715
846	0.3696491316
847	0.3695585363
848	0.369426852
849	0.3693566815
850	0.3692391988
851	0.3690733268
852	0.3689005534
853	0.3688033758
854	0.3686440063
855	0.3684998356
856	0.368342341
857	0.3681984097
858	0.368097961
859	0.3679555457
860	0.3677897534
861	0.3676767387
862	0.3675371955
863	0.3674207899
864	0.3672454236
865	0.3670825036
866	0.366981257
867	0.3668344934
868	0.3667432598
869	0.3666673448
870	0.3665528939
871	0.3664331773
872	0.3663299361
873	0.3662021213
874	0.3661291584
875	0.3660108778
876	0.3658596862
877	0.3657706067
878	0.3656362496
879	0.3655395109
880	0.3654785954
881	0.3654132519
882	0.3653181089
883	0.3651262271
884	0.3649949417
885	0.3649021523
886	0.3647647234
887	0.3646858564
888	0.3646068698
889	0.3645070992
890	0.3643663194
891	0.3641818576
892	0.3640444288
893	0.3638906441
894	0.3637765124
895	0.3637080174
896	0.3635944441
897	0.3635014154
898	0.3634161656
899	0.3633239347
900	0.363209404
901	0.3630844216
902	0.3630087061
903	0.3629221399
904	0.3628186594
905	0.362711788
906	0.3626348757
907	0.3625358631
908	0.362423367
909	0.362288212
910	0.3621687746
911	0.3620774612
912	0.3619460162
913	0.361821672
914	0.36174097
915	0.3615917729
916	0.3614777609
917	0.3612828872
918	0.3611777711
919	0.3610383875
920	0.3608585133
921	0.3607146219
922	0.3605984956
923	0.3605321548
924	0.3604465859
925	0.3603077209
926	0.3601963816
927	0.3600879943
928	0.3599924524
929	0.3598609675
930	0.3597240573
931	0.3596079708
932	0.3594030443
933	0.3592350181
934	0.3590835073
935	0.3589290843
936	0.3587632123
937	0.3586949567
938	0.3585580863
939	0.3584457497
940	0.3583406735
941	0.3582470464
942	0.3580762676
943	0.3579838771
944	0.3578365151
945	0.3577329149
946	0.3576712415
947	0.3575192121
948	0.3573532204
949	0.3572728375
950	0.357204542
951	0.357087538
952	0.3569172379
953	0.356793931
954	0.3566634434
955	0.3565638324
956	0.3564710031
957	0.3563508476
958	0.3562208787
959	0.3560377732
960	0.3559143465
961	0.3557877684
962	0.3556996863
963	0.3555978414
964	0.355471702
965	0.3553354301
966	0.3551950891
967	0.355109241
968	0.3549892849
969	0.3548938627
970	0.3548042646
971	0.354685266
972	0.3545771979
973	0.354430554
974	0.3543250389
975	0.3541937535
976	0.354025089
977	0.3538720224
978	0.3537559759
979	0.3536162333
980	0.3535650914
981	0.3534507203
982	0.3533429713
983	0.3532164729
984	0.3531354119
985	0.3530373567
986	0.3529327193
987	0.3528036679
988	0.3526713053
989	0.3525436501
990	0.3523808498
991	0.3522220387
992	0.3520213009
993	0.351926078
994	0.3518094331
995	0.3517122156
996	0.3515598671
997	0.3514413073
998	0.3513601665
999	0.3512126449
